SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,13490,13490,13201.05,13412.75,13425,13108.93,157,2103104.72,13-Oct-2025,39,IN0020200104
SGBN28VIII,GB,13846,13975,13571,13614.66,13602,13559.86,226,3106714.44,13-Oct-2025,82,IN0020200286
SGBMAY29I,GB,13420,13500,13225.01,13450.27,13450.01,13220.06,735,9891509.08,13-Oct-2025,157,IN0020210053
SGBJUN29II,GB,13265.99,13597.42,13265.99,13465.78,13452,13199.99,437,5895084.36,13-Oct-2025,62,IN0020210061
SGBJU29III,GB,13539.21,13650,13305.55,13472.79,13465.05,13273.74,145,1956255.33,13-Oct-2025,51,IN0020210087
SGBSEP29VI,GB,13599.99,13999,13366.2,13453.85,13450.01,13342.66,678,9131063.95,13-Oct-2025,159,IN0020210145
SGBNV29VII,GB,13150,13700,13150,13501.73,13490,13304.99,757,10224231.50,13-Oct-2025,134,IN0020210178
SGBOCT25,GB,12690.13,12690.13,12451.01,12585,12585,12627,21,265199.13,13-Oct-2025,17,IN0020170059
SGBOCT25IV,GB,12997.48,12997.48,12500,12600.79,12505.56,12997.48,40,507646.00,13-Oct-2025,21,IN0020170067
SGBOCT25V,GB,12592,12592,12592,12592,12592,12889,1,12592.00,13-Oct-2025,1,IN0020170075
SGBNOV25,GB,13300,13300,13300,13300,13300,12950,14,186200.00,13-Oct-2025,6,IN0020170091
SGBDEC25,GB,13571.8,13571.8,13571.8,13571.8,13571.8,13640,3,40715.40,13-Oct-2025,1,IN0020170125
SGBNOV25IX,GB,12994.9,12994.9,12975,12975,12975,12994.9,2,25969.90,13-Oct-2025,2,IN0020170117
SGBDEC2512,GB,13000,13000,13000,13000,13000,12870,3,39000.00,13-Oct-2025,2,IN0020170141
SGBNOV258,GB,13125,13149,13000,13000,13000,12900,7,91274.00,13-Oct-2025,3,IN0020170109
SGBMAY26,GB,13400,14464.48,13400,13400,13400,13375,26,364707.05,13-Oct-2025,10,IN0020180033
SGBOCT26,GB,13313.31,13320,13313.31,13316.65,13313.31,13313.32,6,79886.55,13-Oct-2025,4,IN0020180249
SGBNOV26,GB,13200,13599.99,13000.03,13000.03,13000.03,13000.03,14,185751.31,13-Oct-2025,11,IN0020180314
SGBDEC26,GB,13500,14630,13500,14630,14630,13300,5,70060.00,13-Oct-2025,5,IN0020180389
SGBJAN26,GB,13500,13500,13500,13500,13500,13500,2,27000.00,13-Oct-2025,2,IN0020170166
SGBJUN27,GB,13450,13450,13201,13310.2,13310.2,13450,28,376020.20,13-Oct-2025,11,IN0020190073
SGBJUL27,GB,13450,13450,13164.54,13450,13450,13099,23,307779.06,13-Oct-2025,8,IN0020190081
SGBAUG27,GB,13399,13600,13399,13440,13440,13294.5,103,1383908.01,13-Oct-2025,37,IN0020190107
SGBSEP27,GB,13200.01,13499.98,12918.75,13380,13380,13025.01,77,1015282.20,13-Oct-2025,28,IN0020190115
SGBJAN27,GB,13500,13500,13500,13500,13500,13500,1,13500.00,13-Oct-2025,1,IN0020180462
SGBOCT27,GB,13275.13,13544.99,13250,13345,13400,13209.09,71,945850.17,13-Oct-2025,12,IN0020190370
SGBOCT27VI,GB,13184.75,13431,13184.75,13429.41,13431,13251,166,2224924.35,13-Oct-2025,13,IN0020190388
SGBDC27VII,GB,13400,13799.99,13350,13405,13405,13400,129,1734155.87,13-Oct-2025,36,IN0020190461
SGBAPR28I,GB,13266,13700,13266,13641,13650,13439.5,250,3401329.90,13-Oct-2025,94,IN0020200062
SGBMAY28,GB,13215.01,13487.96,13215.01,13439.65,13448,13209.9,312,4183895.40,13-Oct-2025,60,IN0020200088
SGBJUL28IV,GB,13333.3,13490,13310,13433.35,13449.99,13234.02,794,10657003.27,13-Oct-2025,106,IN0020200146
SGBFEB28IX,GB,12933.9,13550,12933.9,13550,13550,14371,24,317679.99,13-Oct-2025,11,IN0020190545
SGBAUG28V,GB,13270.01,13599,13264.67,13426.63,13449,13264.66,3396,45654075.27,13-Oct-2025,420,IN0020200161
SGBSEP28VI,GB,13205.55,13495,13205.55,13378,13480,13192.76,541,7237688.98,13-Oct-2025,103,IN0020200195
SGBOC28VII,GB,13263.57,13534.99,13263.57,13483.85,13480,13263.57,87,1172670.74,13-Oct-2025,28,IN0020200203
SGBJ28VIII,GB,13150.06,13440,13150.06,13440,13440,13000.1,56,740896.27,13-Oct-2025,12,IN0020190537
SGBMAR28X,GB,13415,13461.94,13251.01,13319.19,13350,13220,121,1617029.51,13-Oct-2025,36,IN0020190552
SGBJUL29IV,GB,13587,13587,13200.01,13472.03,13490,13199.24,363,4885437.60,13-Oct-2025,129,IN0020210111
SGBJAN29IX,GB,13231.01,13588.99,13231.01,13539.99,13540,13223.64,286,3857281.13,13-Oct-2025,61,IN0020200377
SGBAUG29V,GB,13405,13600.2,13405,13494.33,13500,13384.66,366,4941030.72,13-Oct-2025,79,IN0020210129
SGBD29VIII,GB,13697.9,13899,13650,13658.66,13650,13429.31,136,1874607.87,13-Oct-2025,53,IN0020210228
SGBJAN29X,GB,13301.01,13674.99,13301.01,13502.01,13502.01,13270.24,37,501107.80,13-Oct-2025,13,IN0020200385
SGBFEB29XI,GB,13399.99,13567.5,13350,13433.76,13450,13191.51,154,2067897.46,13-Oct-2025,40,IN0020200393
SGBMR29XII,GB,13266.01,13519,13266.01,13433.19,13415,13265.74,494,6639550.25,13-Oct-2025,130,IN0020200427
SGBJUN30,GB,13936,14290,13843.08,14153.57,14175,13982.9,200,2825687.83,13-Oct-2025,77,IN0020220045
SGBAUG30,GB,14399,14399,14011,14089.22,14100,14075.22,666,9412463.70,13-Oct-2025,157,IN0020220078
SGBDE30III,GB,14601.29,14601.29,14331,14384.99,14355,14314.99,244,3524354.49,13-Oct-2025,72,IN0020220110
SGBJAN30IX,GB,13799,13800,13500,13751.04,13750,13450.85,139,1909259.00,13-Oct-2025,48,IN0020210236
SGBMAR30X,GB,13603,13947.7,13603,13889.06,13890,13694.55,222,3056307.98,13-Oct-2025,60,IN0020210319
SGBJUN31I,GB,14586.2,14799,14586.2,14633.61,14600,14569.28,890,13049936.80,13-Oct-2025,179,IN0020230069
SGBSEP31II,GB,14900.15,15185,14607.99,14667.69,14671,14607.99,2532,37268222.78,13-Oct-2025,430,IN0020230093
SGBDE31III,GB,14636.2,15090,14500,14719.15,14688,14615.68,2638,39032098.54,13-Oct-2025,556,IN0020230168
SGBMAR31IV,GB,14547.95,14699.99,14193.13,14302.24,14293,14193.13,328,4699659.38,13-Oct-2025,95,IN0020220169
SGBFEB32IV,GB,15700.03,16005,15315.55,15734.43,15720,15317.11,4372,68494358.15,13-Oct-2025,1022,IN0020230184
20MICRONS,EQ,212.33,215,209.41,211.96,211.18,212.33,64596,13702920.76,13-Oct-2025,2273,INE144J01027
21STCENMGM,EQ,48.14,48.14,46.41,46.7,47.49,47.2,2788,131729.73,13-Oct-2025,101,INE253B01015
360ONE,EQ,1085,1104,1083,1101.4,1100,1095.1,651135,713354961.50,13-Oct-2025,26695,INE466L01038
GOLD360,EQ,122,124.9,117.25,121,121.2,119.95,211334,25508117.40,13-Oct-2025,1732,INF579M01BB5
SILVER360,EQ,155,162.7,155,162.11,162.6,154.61,342207,54947381.02,13-Oct-2025,1886,INF579M01BC3
3IINFOLTD,EQ,19.81,20.08,19.53,19.83,19.87,19.81,544348,10800204.09,13-Oct-2025,1972,INE748C01038
3IINFO-RE,BE,1.9,1.9,1.85,1.9,1.9,1.59,493599,937357.65,13-Oct-2025,1197,INE748C20012
3MINDIA,EQ,29495,29635,28845,28930,29040,29590,4194,122356715.00,13-Oct-2025,2262,INE470A01017
3PLAND,EQ,43.8,43.8,42,42.56,42.57,43.03,7615,322536.67,13-Oct-2025,177,INE105C01023
5PAISA,EQ,330,335,318,320.05,319.95,328.7,565021,183485271.50,13-Oct-2025,17504,INE618L01018
63MOONS,EQ,843.8,844,825,826.35,826,840.6,63993,53315867.00,13-Oct-2025,3794,INE111B01023
734IRFC28,N4,1035.63,1035.63,1035.63,1035.63,1035.63,1049.9,25,25890.75,13-Oct-2025,1,INE053F07579
740IIFCL33,N1,1173,1173,1170.61,1170.61,1170.61,1170,47,55023.45,13-Oct-2025,2,INE787H07156
764NABAR31,N2,1133,1136.99,1133,1136.99,1136.99,1131.99,28,31727.99,13-Oct-2025,2,INE261F07032
764HUDCO31,N8,1140,1140,1140,1140,1140,1147,5,5700.00,13-Oct-2025,1,INE031A07AO5
82HUDCO27,N2,1096,1096.99,1096,1096.99,1096.99,1094.9,600,657699.00,13-Oct-2025,2,INE031A07840
830PFCL27,N5,1031.7,1036,1031.32,1034.14,1034,1034,1163,1201092.28,13-Oct-2025,16,INE134E07208
850NHAI29,N5,1136.5,1136.61,1136.5,1136.61,1136.61,1139,30,34097.20,13-Oct-2025,3,INE906B07DE1
872MMFSL26,N1,1016,1016,1009,1009,1009,1010,76,76860.80,13-Oct-2025,5,INE774D08LU6
875NHAI29,N6,1155.03,1161.99,1154,1154.48,1154.5,1155.21,1357,1566900.49,13-Oct-2025,18,INE906B07DF8
876HUDCO28,ND,1083.5,1083.5,1080,1081.9,1081.9,1082.8,3000,3244492.32,13-Oct-2025,24,INE031A07949
879NHPC28,N5,1140,1140,1140,1140,1140,1135,100,114000.00,13-Oct-2025,1,INE848E07559
891NTPC33,N6,1286,1330,1282.2,1324.9,1324.9,1327.98,620,808127.40,13-Oct-2025,7,INE733E07JJ9
892PFCL33,N8,1325,1325.07,1311,1320.74,1322,1325,485,641447.32,13-Oct-2025,18,INE134E07463
901HUDCO34,NE,1330,1339.99,1330,1337.58,1339.99,1329.83,650,869429.30,13-Oct-2025,7,INE031A07AB2
ABCOTS,EQ,439.3,445.6,431,434.1,432,438.8,19864,8693545.25,13-Oct-2025,1185,INE08PH01015
ABINFRA,EQ,195.89,200,195.89,198.89,198.2,197.82,37824,7524525.59,13-Oct-2025,1159,INE00YB01017
AGUL,SM,68,68,68,68,68,68,4000,272000.00,13-Oct-2025,2,INE0O6N01012
A2ZINFRA,BE,18.45,18.98,17.57,17.67,17.7,18.45,142820,2560097.08,13-Oct-2025,313,INE619I01012
AAATECH,BE,96.52,100.29,96.27,96.27,96.27,101.34,97774,9424559.07,13-Oct-2025,595,INE0D0U01013
AADHARHFC,EQ,514.5,518.5,507.05,513.8,513.7,515.5,142852,73312830.45,13-Oct-2025,8998,INE883F01010
AAKAAR,SM,82.35,84,82.35,83.95,83.95,86.55,11200,935360.00,13-Oct-2025,7,INE1GYP01013
AAKASH,EQ,9.3,9.3,8.91,9.19,9.2,9.24,75366,692893.49,13-Oct-2025,490,INE087Z01024
AARADHYA,ST,177,182,170,174,174,176.95,10800,1898100.00,13-Oct-2025,9,INE124401014
AAREYDRUGS,BE,80.4,83.5,80.36,83.5,83.5,82,55628,4629342.90,13-Oct-2025,69,INE198H01019
AARON,EQ,184.38,187.98,184.01,185.48,185.83,188.14,7752,1438762.92,13-Oct-2025,484,INE721Z01010
AARTECH,EQ,53.95,53.98,53,53.5,53.9,53.24,21678,1157804.29,13-Oct-2025,690,INE01C001026
AARTIDRUGS,EQ,513.1,518.1,507,511.95,508.75,515.2,119614,61289496.70,13-Oct-2025,7152,INE767A01016
AARTIIND,EQ,378.05,385.6,377.45,381.8,380.8,378,600197,229503020.00,13-Oct-2025,16621,INE769A01020
AARTIPHARM,EQ,833.85,834.65,820.1,824.85,827,831.4,97814,80784174.50,13-Oct-2025,8960,INE0LRU01027
AARTISURF,EQ,461.2,462.5,454.85,456.65,456,461.6,4368,1995862.00,13-Oct-2025,315,INE09EO01013
AARVI,EQ,121.83,123.98,121.15,122.64,121.8,123.83,7433,909504.56,13-Oct-2025,249,INE754X01016
AATMAJ,SM,18.1,20.9,18.1,20.9,20.9,20.1,6000,116200.00,13-Oct-2025,3,INE0OB201016
AAVAS,EQ,1621.7,1645,1613.2,1620.4,1620.3,1631.7,71198,115629041.60,13-Oct-2025,10652,INE216P01012
ABAN,BE,40.25,40.51,40.01,40.47,40.51,40.47,18627,752413.52,13-Oct-2025,166,INE421A01028
AFSL,EQ,200,203.47,194.41,201,203.46,202.38,40550,8148798.13,13-Oct-2025,284,INE00ZE01026
ABB,EQ,5160,5175.5,5101,5147.5,5130,5186,284296,1460061057.50,13-Oct-2025,21361,INE117A01022
ABBOTINDIA,EQ,30130,30130,29890,29995,29995,30130,4735,142088990.00,13-Oct-2025,1977,INE358A01014
805ABCL28,N5,952,990,952,990,990,910,100,97100.00,13-Oct-2025,2,INE860H07IT4
ABHAPOWER,ST,41.65,42.55,41.65,42,42,42.55,8000,335200.00,13-Oct-2025,5,INE0UYG01015
ABMINTLLTD,EQ,57.99,59,52.22,53.25,52.22,58,2761,153194.89,13-Oct-2025,126,INE251C01025
ABSMARINE,SM,185,187.9,181.1,182.35,181.2,185.2,20500,3766250.00,13-Oct-2025,38,INE0QRV01016
ACC,EQ,1874.8,1880,1862.2,1870.1,1869,1885.6,119451,223468979.40,13-Oct-2025,8188,INE012A01025
ACCELYA,EQ,1500,1502,1466,1496.1,1502,1500.2,19813,29562367.90,13-Oct-2025,1776,INE793A01012
ACCENTMIC,ST,259.95,266.7,259,266.7,266.7,254,29000,7607075.00,13-Oct-2025,48,INE0Q5D01013
ACCPL,SM,58.7,58.7,58.7,58.7,58.7,58.7,2400,140880.00,13-Oct-2025,2,INE0T8T01010
ACCURACY,EQ,6.7,6.79,6.5,6.7,6.73,6.7,122999,817706.65,13-Oct-2025,641,INE648Z01023
ACEINTEG,EQ,23.6,24,23.5,23.9,23.9,23.63,1901,45011.76,13-Oct-2025,58,INE543V01017
ACMESOLAR,EQ,284,290.1,282.1,283.65,283.9,285,589013,167720830.20,13-Oct-2025,13530,INE622W01025
ACE,EQ,1066.9,1094.2,1061,1081.4,1077.3,1069,179378,194069530.00,13-Oct-2025,18775,INE731H01025
ACTIVEINFR,SM,172,172,172,172,172,176.7,600,103200.00,13-Oct-2025,1,INE0KLO01025
ACUTAAS,EQ,1467.5,1518.9,1467.5,1498.4,1495,1467.5,585977,877343788.30,13-Oct-2025,49271,INE00FF01025
ADANIENSOL,EQ,925.85,942.8,920.85,937.65,936.3,925.85,1291551,1206085036.45,13-Oct-2025,31721,INE931S01010
ADANIENT,EQ,2529.1,2542.1,2504,2527.4,2523.5,2550.9,645483,1628782145.00,13-Oct-2025,28683,INE423A01024
ADANIGREEN,EQ,1054.3,1062.4,1043.2,1051.3,1050.7,1064.3,1572244,1652486305.40,13-Oct-2025,35250,INE364U01010
ADANIPORTS,EQ,1400.8,1441.9,1396,1437.8,1439,1409.4,2245061,3205678974.80,13-Oct-2025,84743,INE742F01042
ADANIPOWER,EQ,148,155.75,147.52,154.43,154.4,149.7,64933221,9924428131.59,13-Oct-2025,234908,INE814H01029
ATGL,EQ,625,628.4,620.15,625.35,626,628.05,713900,445606887.10,13-Oct-2025,21110,INE399L01023
LAWSIKHO,SM,137.05,138.95,137,137.25,137.2,137.35,21500,2949725.00,13-Oct-2025,25,INE0RDH01021
ADFFOODS,EQ,202.01,204.39,201.45,202.91,202.67,202.5,64630,13094543.82,13-Oct-2025,3668,INE982B01027
ABSLAMC,EQ,821.4,884.25,817.55,857.95,858.2,821.4,2413796,2087179242.35,13-Oct-2025,78429,INE404A01024
ABCAPITAL,EQ,292,300.4,289.9,299.05,300,293.35,5572609,1651972408.55,13-Oct-2025,36572,INE674K01013
ABFRL,EQ,83.44,83.55,81.81,81.97,82.15,83.19,2982730,245857608.83,13-Oct-2025,20836,INE647O01011
ABLBL,EQ,142.82,142.82,138.8,139.07,138.99,142.82,972163,136052347.77,13-Oct-2025,11478,INE14LE01019
BIRLAMONEY,EQ,175.68,176,172.25,173.97,176,175.85,40156,6980850.40,13-Oct-2025,929,INE865C01022
ABREL,EQ,1627.7,1631.7,1600,1616.3,1611.7,1627.7,100249,161945499.70,13-Oct-2025,9424,INE055A01016
CPPLUS,EQ,1388.1,1403.9,1355,1362.5,1361,1391.2,91674,126657816.00,13-Oct-2025,13468,INE819V01029
AUSL,ST,33.1,33.1,33.1,33.1,33.1,33.1,2000,66200.00,13-Oct-2025,1,INE01YQ01013
AVL,EQ,557.35,563,551.05,555.85,556.7,558.7,91149,50673000.55,13-Oct-2025,10269,INE679V01027
BSLGOLDETF,EQ,109.48,109.86,108.2,109.41,109.5,106.8,2494786,272778323.42,13-Oct-2025,2728,INF209KB18D3
BSLNIFTY,EQ,30.07,30.07,28.8,29.27,29.28,29.34,188489,5514074.42,13-Oct-2025,5999,INF209KB19D1
ADOR,EQ,1028.5,1047,1023.95,1041.25,1047,1028.5,13933,14391010.55,13-Oct-2025,2310,INE045A01017
ADROITINFO,EQ,11.2,11.2,10.66,10.94,10.99,11.01,15677,171113.36,13-Oct-2025,182,INE737B01033
ADVANCE,BE,110.27,112,105.9,109.52,109.5,110.27,349161,37854408.73,13-Oct-2025,1924,INE1B0W01010
ADVENZYMES,EQ,306.5,316,306.5,311.55,309.85,306.5,251991,78635022.65,13-Oct-2025,15619,INE837H01020
ADVANIHOTR,EQ,58.98,59.9,58.36,58.92,59.12,59.88,37552,2211658.00,13-Oct-2025,1119,INE199C01026
AEGISLOG,EQ,814.8,820,803.55,811.1,814,812.5,461017,374119447.45,13-Oct-2025,17242,INE208C01025
AEGISVOPAK,EQ,276,278.7,268.6,276.65,275.2,276.7,401220,109716118.95,13-Oct-2025,12388,INE0INX01018
885AEL28,NB,1004,1004,1001,1001,1001,1005,156,156303.00,13-Oct-2025,4,INE423A07427
9AEL30,NE,1026.99,1026.99,1026.99,1026.99,1026.99,1022.1,60,61619.40,13-Oct-2025,1,INE423A07443
915AEL28,NC,1016.5,1016.5,1014.9,1014.9,1014.9,1014.5,408,414289.00,13-Oct-2025,9,INE423A07435
930AEL30,NF,1020,1020.05,1020,1020,1020,1019.02,227,231548.15,13-Oct-2025,7,INE423A07393
AEROENTER,EQ,88.64,88.9,86.5,86.97,87.08,88.64,146744,12854691.29,13-Oct-2025,1932,INE065D01027
AEROFLEX,EQ,172.78,172.78,170,170.84,171.04,173.01,321367,54880006.53,13-Oct-2025,7190,INE024001021
AERONEU,EQ,92,94.64,87.01,91.05,92.85,91.15,24054,2189243.39,13-Oct-2025,1169,INE035801013
AERON,SM,106.1,107.8,106,106.7,106.5,108.45,13000,1384450.00,13-Oct-2025,12,INE0WL801011
AESTHETIK,SM,122.5,125.5,120,120.6,120,125,20000,2429600.00,13-Oct-2025,10,INE0TSF01011
AETHER,EQ,746.45,749.2,740.2,747.6,749.2,750.2,40267,30027570.55,13-Oct-2025,4830,INE0BWX01014
AFCONS,EQ,463.35,465.9,460.15,463.5,463,463.35,361275,167436972.85,13-Oct-2025,14861,INE101I01011
AFFLE,EQ,1960,1965.8,1941,1956,1957.6,1967.4,126788,248100614.90,13-Oct-2025,17519,INE00WC01027
AFFORDABLE,EQ,267,272.81,261,263.13,261.5,248.01,637990,171978034.54,13-Oct-2025,5866,INE692Z01013
12AFIL27,N0,9601,9601,9601,9601,9601,9551,1,9601.00,13-Oct-2025,1,INE916Y07032
AGARWALFT,SM,65.85,66.9,64.5,64.65,64.5,64.7,16500,1076325.00,13-Oct-2025,9,INE0MLA01012
AGARIND,EQ,890.2,905,886.25,898.3,891,894.25,17851,16040029.80,13-Oct-2025,1332,INE204E01012
AGARWALTUF,SM,164.85,171,161.1,165.45,164.5,164.85,116400,19365060.00,13-Oct-2025,88,INE0P8X01016
AGI,EQ,865,893.9,864,885.55,885,874.5,62661,55126745.75,13-Oct-2025,7305,INE415A01038
AGIIL,EQ,289.4,289.4,268.3,274,276.6,287.9,1970280,545665496.50,13-Oct-2025,41458,INE976R01033
AGNI,ST,25.45,26,25.45,26,26,25.45,20000,517250.00,13-Oct-2025,8,INE0LF301013
AGRITECH,EQ,132.29,134.3,131,132.22,131.27,132.29,4566,602786.58,13-Oct-2025,184,INE449G01018
AGROPHOS,BE,42.45,42.45,40.52,41.37,41.69,41.98,12676,524224.66,13-Oct-2025,110,INE740V01019
AGSTRA,BZ,4.78,4.8,4.59,4.59,4.59,4.84,297324,1375043.29,13-Oct-2025,504,INE583L01014
AHLADA,EQ,59.13,61.27,59,60.24,60.2,60.06,9877,596554.12,13-Oct-2025,318,INE00PV01013
AHLUCONT,EQ,973.6,984.15,961,969.7,970.6,973.6,19305,18707013.15,13-Oct-2025,2258,INE758C01029
AIAENG,EQ,3232,3269.7,3206.1,3232.9,3240,3271.9,36013,116548295.60,13-Oct-2025,8432,INE212H01026
AIMTRON,SM,680.5,736,677,733,736,680.1,150800,108122320.00,13-Oct-2025,346,INE0RUV01018
GOLDTECH,EQ,62.5,62.5,59.52,60.07,60.03,60.63,8660,522499.04,13-Oct-2025,296,INE805A01014
AIRAN,EQ,23.9,24.36,23.71,23.82,23.99,24.07,49030,1176674.62,13-Oct-2025,534,INE645W01026
AIROLAM,EQ,107.2,109.62,105.03,106.29,105.03,107.73,7227,771520.66,13-Oct-2025,155,INE801L01010
AIRTELPP,E1,1465,1490.5,1465,1475.7,1478.9,1469.4,73298,108221602.45,13-Oct-2025,1212,IN9397D01014
AJANTPHARM,EQ,2429.8,2443.8,2392.4,2419,2402,2434.2,85837,207122789.60,13-Oct-2025,12981,INE031B01049
AJAXENGG,EQ,636,638.55,627.5,636,637,638.35,33365,21109751.75,13-Oct-2025,2881,INE274Y01021
AJMERA,EQ,1044,1058,1031,1047.2,1045,1029.5,132477,138737899.95,13-Oct-2025,7873,INE298G01027
AJOONI,EQ,5.25,5.25,5.05,5.07,5.06,5.11,554107,2828284.57,13-Oct-2025,894,INE820Y01021
AKANKSHA,SM,86,91.5,86,87.6,88,91.2,18000,1581100.00,13-Oct-2025,18,INE0PCY01014
AKASH,EQ,28.7,28.89,27,27.8,27.65,28.71,18363,518910.86,13-Oct-2025,164,INE737W01013
AKG,EQ,15,15.07,13.25,13.62,13.47,13.97,577689,8108576.02,13-Oct-2025,1256,INE00Y801016
AKI,EQ,8.79,9.15,8.35,8.58,8.67,8.79,114919,983433.90,13-Oct-2025,538,INE642Z01026
AKIKO,ST,255.4,255.4,245.1,255,255,258,17600,4353120.00,13-Oct-2025,11,INE0PMR01017
AFIL,EQ,8.81,9.29,8.49,8.81,8.75,8.81,5978858,53877165.04,13-Oct-2025,6653,INE916Y01027
AKSHOPTFBR,EQ,7.98,8.19,7.77,7.9,7.9,7.87,332977,2668652.51,13-Oct-2025,821,INE523B01011
AKSHAR,EQ,0.75,0.76,0.69,0.7,0.7,0.73,5161924,3745487.29,13-Oct-2025,1746,INE256Z01025
AKSHARCHEM,EQ,260.5,266,252.35,259.95,260.9,264.75,6829,1765568.40,13-Oct-2025,290,INE542B01011
AKUMS,EQ,446.15,465.95,443.8,462.3,464.8,446.15,265859,122099410.45,13-Oct-2025,9057,INE09XN01023
AKZOINDIA,EQ,3349.9,3356.9,3325.1,3338.8,3337.8,3344.9,18135,60567853.40,13-Oct-2025,3881,INE133A01011
ALANKIT,EQ,12.64,12.84,12.22,12.36,12.48,12.64,208288,2596977.90,13-Oct-2025,1314,INE914E01040
ALBERTDAVD,EQ,800,807.9,795.05,796.45,796.15,802.4,1566,1254897.40,13-Oct-2025,186,INE155C01010
ALEMBICLTD,EQ,99.99,100.39,96.31,98.33,98.7,100.51,456691,45053209.51,13-Oct-2025,5919,INE426A01027
APLLTD,EQ,942,950,939,943.7,940.05,948.35,36047,34028872.85,13-Oct-2025,7927,INE901L01018
ALICON,EQ,850.1,852.9,840,841.85,842,853.2,3276,2765395.45,13-Oct-2025,470,INE062D01024
ALIVUS,EQ,927,933.45,918,930.75,927,933.8,73939,68380290.20,13-Oct-2025,6965,INE03Q201024
ALKALI,EQ,98,98.84,94.86,95.23,95.75,99.11,13153,1262078.93,13-Oct-2025,432,INE773I01017
ALKEM,EQ,5458.5,5510,5436.5,5492.5,5510,5454.5,78208,428644982.50,13-Oct-2025,14277,INE540L01014
ALKYLAMINE,EQ,1842.1,1860,1830,1852.3,1847,1843.2,25693,47342791.90,13-Oct-2025,8513,INE150B01039
ALLETEC,SM,259.85,260,253,254.9,255,257.4,30000,7663460.00,13-Oct-2025,70,INE0M2X01012
ALLTIME,EQ,272.6,272.6,265.75,269.8,270.15,272.65,106046,28430995.45,13-Oct-2025,5715,INE0GV601021
ACLGATI,EQ,58.95,59.39,56.97,57.71,58.05,58.72,849519,48986131.91,13-Oct-2025,3872,INE152B01027
ALLCARGO,EQ,31.98,33.44,31.95,32.43,32.45,31.95,7669506,249225621.55,13-Oct-2025,33858,INE418H01029
ATL,EQ,34.75,35.96,33.81,34.28,34.69,35.1,533430,18439396.08,13-Oct-2025,3680,INE0NN701020
ALLDIGI,EQ,896.5,899.95,860.5,870.2,874,887.75,10897,9583152.40,13-Oct-2025,1042,INE835G01018
ABDL,EQ,542.05,552,525.65,528.85,528,545.05,331057,177436821.65,13-Oct-2025,11335,INE552Z01027
ADSL,EQ,188.5,189.34,186.4,188.37,187.65,190.42,209767,39385904.39,13-Oct-2025,4765,INE102I01027
ALMONDZ,EQ,17.5,18.09,17.37,17.96,18.05,17.37,239835,4227989.14,13-Oct-2025,766,INE326B01035
ALOKINDS,EQ,17.3,17.47,17.27,17.36,17.33,17.49,3062682,53124715.95,13-Oct-2025,8084,INE270A01029
ALPA,EQ,91.7,93.85,88.21,89.04,89,91.63,17372,1568160.30,13-Oct-2025,553,INE385I01010
ALPEXSOLAR,SM,1186,1186,1144,1149.95,1145,1182.35,44600,51728440.00,13-Oct-2025,194,INE0R4701017
ALPHAGEO,EQ,257.39,257.39,245.35,249.41,249.28,253.52,3757,934763.68,13-Oct-2025,357,INE137C01018
ALPSINDUS,BE,1.79,1.79,1.63,1.74,1.74,1.71,25447,42605.32,13-Oct-2025,40,INE093B01015
ALUWIND,SM,86,87,85.5,87,87,84.9,9000,775500.00,13-Oct-2025,6,INE0STM01017
AMANTA,EQ,133,133,129.05,130.25,129.9,134.06,94757,12430264.73,13-Oct-2025,1605,INE084K01015
ARE&M,EQ,1003.55,1003.55,989,997.55,998,1005.65,307526,305981593.60,13-Oct-2025,15039,INE885A01032
AMBER,EQ,8282,8393,8201,8327,8346,8284.5,168450,1402047879.00,13-Oct-2025,23452,INE371P01015
AMBEY,SM,42,42.95,41.75,42.95,42.95,42.5,68000,2894700.00,13-Oct-2025,7,INE0M3I01029
AMBICAAGAR,EQ,24.81,25.7,24.81,25.11,25.69,25.45,8102,203803.69,13-Oct-2025,68,INE792B01012
AMBIKCO,EQ,1412.1,1414.3,1385.2,1392,1390.1,1412.1,5340,7461889.80,13-Oct-2025,733,INE540G01014
AMBUJACEM,EQ,565.2,567.95,563,566.75,567.3,569.25,1134328,642199311.00,13-Oct-2025,16438,INE079A01024
AMDIND,EQ,60.3,60.3,58.05,58.76,59.3,60.9,23300,1382393.32,13-Oct-2025,646,INE005I01014
AMEYA,SM,103.4,103.4,101.1,101.1,101.1,100.9,2000,204500.00,13-Oct-2025,2,INE0KT901015
AMNPLST,EQ,207.17,209.9,205,206.58,206.5,207.17,1660,343840.33,13-Oct-2025,132,INE275D01022
AMJLAND,EQ,53,55.8,53,54.27,54.6,53.98,15585,848071.50,13-Oct-2025,391,INE606A01024
AMRUTANJAN,EQ,702,706.85,700,704.35,704.85,704.75,6454,4533772.60,13-Oct-2025,857,INE098F01031
ARSSBL,EQ,449,458.6,448.25,451.9,450.55,449.7,476710,215507087.30,13-Oct-2025,22549,INE549H01021
ANANDRATHI,EQ,2950,3024.9,2905,2934.9,2959,2956.1,222162,656397140.50,13-Oct-2025,29917,INE463V01026
ANANTRAJ,EQ,691.45,700,680,685.55,684.9,694.2,3114171,2145467343.00,13-Oct-2025,56244,INE242C01024
