SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
CLEAN,EQ,1072,1097.2,1060.1,1065.4,1064,1072.3,363632,392350375.20,13-Oct-2025,23486,INE227W01023
CMICABLES,BZ,3.55,3.72,3.55,3.55,3.55,3.55,1462,5214.91,13-Oct-2025,17,INE981B01011
CMSINFO,EQ,358.5,361.75,355.05,357.85,358.85,362.55,742091,265881916.10,13-Oct-2025,33337,INE925R01014
COALINDIA,BL,381.5,381.5,381.5,381.5,381.5,253.25,578569,220724073.50,13-Oct-2025,1,INE522F01014
COALINDIA,EQ,383.25,384.3,380.65,381.55,381.95,384.5,4750043,1814343264.40,13-Oct-2025,51543,INE522F01014
COASTCORP,EQ,38,38.83,36.25,36.94,36.6,37.84,74550,2811748.29,13-Oct-2025,950,INE377E01024
COCHINSHIP,EQ,1774.9,1774.9,1750.5,1760.1,1761.4,1776.3,456844,804069601.40,13-Oct-2025,23132,INE704P01025
COFFEEDAY,BE,43.9,43.9,42.2,42.59,42.87,44.11,501206,21401356.92,13-Oct-2025,1470,INE335K01011
COFORGE,BL,1715,1715,1715,1715,1715,9219.05,58319,100017085.00,13-Oct-2025,1,INE591G01025
COFORGE,EQ,1710,1722.9,1686.4,1716,1716,1722.3,857446,1465713360.60,13-Oct-2025,50126,INE591G01025
COHANCE,EQ,904,904,881,885.4,886,904.75,120957,107511254.15,13-Oct-2025,12579,INE03QK01018
COLPAL,EQ,2220,2232,2202.1,2221.2,2220.6,2227.8,315128,698216806.00,13-Oct-2025,15263,INE259A01022
COMSYN,EQ,156.5,159.4,155.6,158.15,159,158.38,146001,23002858.31,13-Oct-2025,957,INE073V01015
COMPINFO,BZ,1.66,1.66,1.6,1.64,1.65,1.68,11868,19210.48,13-Oct-2025,47,INE070C01037
COMPUSOFT,EQ,19.38,19.38,19,19.04,19.04,19.15,16948,323745.78,13-Oct-2025,152,INE453B01029
CAMS,EQ,3875,3888,3825,3868.3,3879.5,3860.8,520894,2010592116.50,13-Oct-2025,33678,INE596I01012
CONCORDBIO,EQ,1604,1621.5,1557.5,1565.2,1572,1603,41935,66187932.60,13-Oct-2025,5293,INE338H01029
CEWATER,EQ,500,501.8,491.5,493.05,491.5,495.6,18461,9141926.00,13-Oct-2025,1493,INE037Z01029
CONFIPET,EQ,42,42.77,42,42.19,42.27,42.77,726378,30719468.93,13-Oct-2025,3597,INE552D01024
CONNPLEX,SM,202.35,206.95,200.25,201.35,200.25,201.35,32000,6489040.00,13-Oct-2025,37,INE0EAS01014
CCCL,EQ,23.9,24.01,23.35,23.47,23.63,24.06,391897,9244048.35,13-Oct-2025,1713,INE429I01024
CONSOFINVT,EQ,188.99,189,179.9,180.48,181,188.99,12713,2316902.53,13-Oct-2025,429,INE025A01027
CONCOR,EQ,541,541.4,528.25,530.95,531.5,541.4,910653,484124834.70,13-Oct-2025,23373,INE111A01025
CONTI,SM,26,26,25.65,25.65,25.65,27,9999,258807.45,13-Oct-2025,2,INE340Z01019
CONTROLPR,EQ,800,800,771,776.3,780,803.85,47438,37282105.85,13-Oct-2025,5656,INE663B01015
COOLCAP-RE,ST,2.45,2.45,2.45,2.45,2.45,2.55,327500,802375.00,13-Oct-2025,37,INE0HS020010
COOLCAPS,SM,85.6,86,83.1,83.45,83.5,85,65000,5489000.00,13-Oct-2025,24,INE0HS001028
CORALFINAC,EQ,43.8,44.18,43.12,43.85,43.6,44.27,15000,655891.26,13-Oct-2025,262,INE558D01021
CORDSCABLE,EQ,179.37,180.5,175.6,176.5,175.6,178.17,13443,2392049.44,13-Oct-2025,495,INE792I01017
COROMANDEL,EQ,2220.3,2245,2206.6,2219.2,2220,2220.5,170534,379471706.40,13-Oct-2025,29070,INE169A01031
COSMOFIRST,EQ,898,912.25,895,899.55,895,898.5,42364,38190564.80,13-Oct-2025,2250,INE757A01017
CCHHL,EQ,16.62,17.06,16.62,16.85,16.96,17,48274,814391.92,13-Oct-2025,244,INE652F01027
COUNCODOS,EQ,7.1,7.1,6.61,6.72,6.73,6.74,49541,335181.26,13-Oct-2025,239,INE695B01025
CPCAP,EQ,122,122,118.01,119.2,120.23,121.47,6772,811018.22,13-Oct-2025,423,INE521J01018
CPSEETF,EQ,94,94,92.5,93.03,93.11,93.59,1278828,118895659.59,13-Oct-2025,9541,INF457M01133
CRAFTSMAN,EQ,6470,6548,6431,6484,6475,6548,22085,143100917.50,13-Oct-2025,5240,INE00LO01017
CRAYONS,SM,51.5,51.5,50,50,50,50,5000,254400.00,13-Oct-2025,5,INE0OFK01019
CREATIVEYE,EQ,8.3,8.3,7.11,7.59,7.61,7.95,44841,344533.43,13-Oct-2025,426,INE230B01021
CGRAPHICS,SM,223,225.9,220.1,221,221,224.25,123200,27467320.00,13-Oct-2025,138,INE0R7401011
CREATIVE,EQ,631,631.9,611.2,619.65,621.3,620.05,5424,3348321.70,13-Oct-2025,419,INE985W01018
CREDITACC,EQ,1378.9,1430,1360.2,1407.8,1398.9,1380.1,746062,1055748966.00,13-Oct-2025,52800,INE741K01010
MUFTI,EQ,116,116,112.8,113.52,113,115.45,100548,11434407.02,13-Oct-2025,1341,INE220Q01020
CREST,EQ,356.2,364.4,353.4,357,355.6,363.7,5049,1805545.35,13-Oct-2025,446,INE559D01011
CRISIL,EQ,4677.7,4677.7,4560,4574,4578.8,4684.2,29387,135161010.40,13-Oct-2025,8455,INE007A01025
CRIZAC,EQ,282.45,284.3,275,277.7,278.9,281.7,461064,128091103.30,13-Oct-2025,9459,INE0S4R01014
CROMPTON,EQ,288.55,288.55,283.4,284.5,285.2,287.75,2656931,756185197.95,13-Oct-2025,35694,INE299U01018
CLSL,SM,54.85,54.9,54.85,54.9,54.9,55,6000,329300.00,13-Oct-2025,3,INE00NH01017
CROWN,EQ,158,158,150.33,152.01,151.5,155.71,20150,3097636.10,13-Oct-2025,626,INE491V01019
CSBBANK,EQ,387.95,393.2,382.8,384.5,384.1,389.8,198993,77135636.40,13-Oct-2025,10465,INE679A01013
CSLFINANCE,EQ,281,288.95,279,280.35,281,285.35,12079,3417640.30,13-Oct-2025,1691,INE718F01018
CUBEINVIT,IV,135.8,135.8,135.8,135.8,135.8,136,25000,3395000.00,13-Oct-2025,1,INE0NR623014
CUBEXTUB,EQ,95.81,98.89,94,96.11,95.5,96.95,25103,2424055.31,13-Oct-2025,980,INE144D01012
CUMMINSIND,EQ,3948,3970,3917,3957,3950,3966,217474,858325976.90,13-Oct-2025,29799,INE298A01020
CUPID,EQ,242.11,250.9,242.11,248.46,247.9,246.26,3671034,914538661.93,13-Oct-2025,31531,INE509F01029
CURAA,BE,184.7,184.7,184.67,184.67,184.67,188.44,141,26039.88,13-Oct-2025,14,INE117B01020
CURRENT,SM,140,144.9,140,143.15,144,139,44800,6419840.00,13-Oct-2025,25,INE1CRQ01014
CYBERMEDIA,BE,18.36,18.42,17.62,17.79,18.25,18.42,3410,61201.89,13-Oct-2025,89,INE278G01037
CMRSL,SM,77.5,77.7,73.2,77.7,77.7,74,7200,550640.00,13-Oct-2025,8,INE075Z01011
CYBERPP,X1,8.9,8.9,8.23,8.23,8.23,8.67,2100,17286.45,13-Oct-2025,9,IN9278G01019
CYBERTECH,BE,165.77,174.7,165.77,169.98,169.8,174.5,389616,65192498.81,13-Oct-2025,3299,INE214A01019
CYIENTDLM,EQ,473.5,493,460.05,488.2,488.05,471.35,515792,247574208.25,13-Oct-2025,23838,INE055S01018
CYIENT,EQ,1176.5,1176.9,1151.4,1162.9,1159.2,1176.9,227599,264047586.10,13-Oct-2025,14055,INE136B01020
DPWIRES,EQ,235,236,229.5,230.72,231.16,235.7,16328,3778437.51,13-Oct-2025,1073,INE864X01013
DLINKINDIA,EQ,471.3,475.5,469.9,473.25,471.05,474.7,40796,19271066.15,13-Oct-2025,2277,INE250K01012
DPABHUSHAN,EQ,1426.6,1431.6,1410,1421.2,1424.2,1427,4608,6528618.80,13-Oct-2025,689,INE266Y01019
DBCORP,EQ,267,267.5,262.4,264.1,266,267,24984,6624543.60,13-Oct-2025,1275,INE950I01011
DABUR,EQ,488.6,489.6,482.55,487.75,488.4,489.7,1990140,967917582.45,13-Oct-2025,31999,INE016A01026
DALBHARAT,EQ,2227.7,2238.7,2210.5,2234.8,2235,2227.7,250949,559544418.80,13-Oct-2025,8896,INE00R701025
DALMIASUG,EQ,370.85,370.85,363,364.45,365.85,368.35,40464,14755380.85,13-Oct-2025,2294,INE495A01022
DAMCAPITAL,EQ,245.5,257.69,245,255.63,254.3,249.34,783029,198200911.99,13-Oct-2025,19087,INE284H01025
DAMODARIND,EQ,33.99,34,32.3,33.53,32.67,33.82,8890,297334.18,13-Oct-2025,131,INE497D01022
DANGEE,EQ,4.89,5.08,4.38,4.4,4.38,4.62,1006542,4803244.69,13-Oct-2025,1280,INE688Y01022
DANISH,SM,830,865.95,817.2,848.1,843.15,832.15,35400,29838457.50,13-Oct-2025,181,INE0YU901016
DCCL,SM,51.75,51.75,51.75,51.75,51.75,54.9,2000,103500.00,13-Oct-2025,1,INE04Q901010
DATAPATTNS,EQ,2775.1,2805.8,2708,2717.6,2717,2805.3,214135,588378006.40,13-Oct-2025,22435,INE0IX101010
DATAMATICS,EQ,879.2,885,853,857.1,853.1,883.4,84709,72961962.55,13-Oct-2025,5453,INE365B01017
DAVANGERE,EQ,3.67,3.67,3.43,3.59,3.59,3.67,8858835,31487976.78,13-Oct-2025,6495,INE179G01029
DBSTOCKBRO,EQ,25.16,25.85,25.16,25.25,25.25,25.52,90637,2290784.62,13-Oct-2025,163,INE921B01025
DCI,EQ,240.5,249.9,235.8,243.95,247.1,243.45,31228,7539208.80,13-Oct-2025,818,INE0A1101019
DCBBANK,EQ,130.15,130.52,128.8,129.2,129.15,130.15,759338,98326390.26,13-Oct-2025,7808,INE503A01015
DCG,SM,65.1,65.85,64.55,65.85,65.85,65.1,3600,234600.00,13-Oct-2025,3,INE0S8401018
DCMFINSERV,EQ,5.52,5.75,5.47,5.54,5.54,5.58,17911,99035.01,13-Oct-2025,89,INE891B01012
DCM,EQ,96.4,99.4,95.61,98.71,99.4,97.12,17320,1682239.07,13-Oct-2025,612,INE498A01018
DCMNVL,EQ,161.76,164.38,159.98,160.25,160.3,160.42,11278,1813997.12,13-Oct-2025,301,INE08KP01019
DCMSRIND,EQ,166.97,169.61,166.2,167.75,168,168,103422,17352108.01,13-Oct-2025,1883,INE843D01027
DCMSHRIRAM,EQ,1180,1190.5,1160.5,1167.1,1174,1197.6,57316,67158193.10,13-Oct-2025,7788,INE499A01024
DCW,EQ,68.41,68.91,67.5,67.63,67.85,68.58,465287,31672677.05,13-Oct-2025,4234,INE500A01029
DCXINDIA,EQ,241.1,241.14,237.6,238.05,237.88,242.36,327733,78230984.30,13-Oct-2025,9418,INE0KL801015
DDEVPLSTIK,EQ,312,317.45,307.6,309.8,308.75,315.95,128912,40155904.00,13-Oct-2025,7780,INE0HR601026
DENEERS,SM,178.9,181,173,175.05,173.1,176.4,54000,9570390.00,13-Oct-2025,80,INE0JWV01011
DENORA,EQ,813.3,813.3,779,780.65,781,805.35,7217,5704526.35,13-Oct-2025,761,INE244A01016
DIL,EQ,2.05,2.05,1.97,2,2.02,2.05,358581,720176.00,13-Oct-2025,515,INE411Y01011
DECCANCE,EQ,1001.2,1038,1001.2,1014.5,1012.2,998.6,115341,118216154.50,13-Oct-2025,9482,INE583C01021
DECCANTRAN,SM,33,33,33,33,33,32.3,1200,39600.00,13-Oct-2025,1,INE0S7C01019
DEEDEV,EQ,269.25,283,269.25,276.05,275.5,271.3,320868,89353825.50,13-Oct-2025,8556,INE841L01016
DEEM,SM,50.5,50.55,48.15,49.8,49.8,50,10000,497950.00,13-Oct-2025,10,INE586O01011
DEEPINDS,EQ,479.6,487.95,476.7,479.15,480,486.95,86266,41422080.10,13-Oct-2025,5309,INE0FHS01024
DBEIL,EQ,164.2,168.9,162.91,167.29,168.48,166.75,76350,12703273.49,13-Oct-2025,1191,INE0OPA01019
DEEPAKFERT,EQ,1490,1492.5,1464.3,1484.1,1480.2,1497,238612,353635128.00,13-Oct-2025,24740,INE501A01019
DEEPAKNTR,EQ,1775.1,1788.7,1767,1772.4,1775,1789.3,103060,182904683.80,13-Oct-2025,8926,INE288B01029
DELAPLEX,SM,173,173.1,172.6,172.6,172.6,178.3,4200,726180.00,13-Oct-2025,7,INE0SK801018
DELHIVERY,EQ,464.85,476.6,462.1,473.8,475,464.85,3831623,1794352317.55,13-Oct-2025,71172,INE148O01028
DELPHIFX,BE,242.42,249.2,235,244.14,245,242.42,66584,16182184.38,13-Oct-2025,424,INE726L01019
DELTIC,SM,60.4,61,59.8,60.2,60.95,62,39000,2359700.00,13-Oct-2025,16,INE0XRN01019
DELTACORP,EQ,79.33,79.97,79.04,79.6,79.73,79.33,748672,59487505.43,13-Oct-2025,5716,INE124G01033
DELTAMAGNT,EQ,75.73,82.2,74.21,82.19,82.2,74.73,18466,1467706.00,13-Oct-2025,236,INE393A01011
DEN,EQ,34.65,35.95,33.89,34.42,34.25,34.64,1008768,34661208.22,13-Oct-2025,5228,INE947J01015
DENTA,EQ,447.8,448,438.8,442.55,440.4,451.5,252246,111847188.15,13-Oct-2025,8307,INE0R4L01018
DESTINY,SM,135.85,135.85,133.3,134.1,134.1,132.55,7500,1005975.00,13-Oct-2025,3,INE0IGO01011
DEVX,EQ,50.3,50.3,49.1,49.19,49.15,50.3,141142,7016288.73,13-Oct-2025,1502,INE0VOV01021
DEVIT,EQ,39.61,40.5,39.6,40.03,40.15,40.54,30937,1235108.70,13-Oct-2025,612,INE060X01034
DEVYANI,EQ,163.53,165.31,162,162.15,162.51,163.48,832867,135811576.11,13-Oct-2025,11218,INE872J01023
DBOL,EQ,81.14,82.49,80.75,81.12,81,81.56,30544,2476154.99,13-Oct-2025,475,INE0I3401014
DHAMPURSUG,EQ,140.01,141.42,139.1,140.51,140.3,141.63,69568,9729870.74,13-Oct-2025,1542,INE041A01016
DHANI,EQ,60.86,60.87,59,59.38,59.25,61.06,2676649,159575640.45,13-Oct-2025,33765,INE274G01010
DHANBANK,EQ,26.04,26.04,25.5,25.63,25.68,26.04,793569,20364865.81,13-Oct-2025,2382,INE680A01011
DHANUKA,EQ,1471.1,1479.2,1430.4,1436.2,1436,1478.3,33911,48947411.80,13-Oct-2025,4972,INE435G01025
DHARAN,BZ,0.54,0.57,0.52,0.56,0.57,0.55,36331199,19756294.12,13-Oct-2025,3788,INE278R01034
DHARIWAL,SM,200.95,200.95,192,192.45,192,198,88800,17316960.00,13-Oct-2025,57,INE0YRN01017
DHARMAJ,EQ,307,310,302.15,303.8,304,306.05,23359,7128363.95,13-Oct-2025,888,INE00OQ01016
DHRUV,EQ,51.1,52.49,51.1,51.6,51.5,51.01,6687,345150.86,13-Oct-2025,53,INE506Z01015
DHUNINV,EQ,1420.1,1420.1,1400.1,1410.7,1416,1413,335,471445.70,13-Oct-2025,57,INE320L01011
DTIL,EQ,182.16,184.49,179.01,180.58,180.25,182.65,3544,643198.54,13-Oct-2025,185,INE341R01014
DVL,EQ,352.4,356.25,350,353.15,353.9,352.8,11633,4113943.15,13-Oct-2025,768,INE477B01010
DIAMINESQ,EQ,299,303.45,294.85,301.5,302.75,299,6425,1933166.15,13-Oct-2025,362,INE591D01014
DIACABS,EQ,141,141.4,139.22,140.26,140,141.9,740253,103799009.36,13-Oct-2025,4749,INE989C01038
DICIND,EQ,540.05,542,524,527.05,525,544.25,2692,1425342.65,13-Oct-2025,133,INE303A01010
DTL,SM,153.75,160,153.75,159.95,160,155.3,13200,2093280.00,13-Oct-2025,11,INE0JRD01019
DIFFNKG,EQ,372,379.6,369.05,377.6,376,374.35,122688,46020212.75,13-Oct-2025,5145,INE184O01015
DGCONTENT,EQ,37,37.51,34.74,34.97,34.85,36.41,89925,3223367.38,13-Oct-2025,323,INE03JI01017
DIGIDRIVE,EQ,29.78,30.5,29,29.56,29.6,29.78,27451,808074.55,13-Oct-2025,276,INE0PSC01024
DIGIKORE,SM,148,150,145.5,150,150,149.5,2200,327000.00,13-Oct-2025,8,INE0QJ901011
DIGISPICE,BE,26.75,27.24,26.05,26.29,26.7,26.75,55222,1465239.92,13-Oct-2025,249,INE927C01020
DIGITIDE,EQ,170.4,171,166.1,168.65,169,170.13,98085,16482174.92,13-Oct-2025,4776,INE0U4701011
DIGJAMLMTD,EQ,54.01,55.2,53.09,54.37,53.6,55.89,5535,297970.92,13-Oct-2025,74,INE731U01028
DNAMEDIA,EQ,4.51,4.71,4.42,4.48,4.5,4.51,53544,240599.68,13-Oct-2025,292,INE016M01021
DBL,EQ,526.45,526.45,514.75,515.65,516.75,524.4,168170,87007933.65,13-Oct-2025,6278,INE917M01012
DISHTV,EQ,4.92,4.92,4.75,4.84,4.82,4.91,5564294,26804822.39,13-Oct-2025,4595,INE836F01026
DCAL,EQ,289.9,303,286.55,292.45,292.2,293.9,344889,102218958.35,13-Oct-2025,6223,INE385W01011
DIVGIITTS,EQ,631.7,640.9,622,630.85,632,637.5,4340,2730753.00,13-Oct-2025,640,INE753U01022
DIVISLAB,EQ,6465.5,6620,6439.5,6556,6565,6474.5,905107,5939929894.00,13-Oct-2025,77982,INE361B01024
DIVINEHIRA,ST,106.1,108,100.8,106.95,108,106.1,44800,4776800.00,13-Oct-2025,18,INE0NA501011
DPEL,ST,275,279.95,271,271.5,271,279.2,24000,6589350.00,13-Oct-2025,16,INE0SCO01019
DIVYADHAN,SM,39.95,39.95,36.3,36.3,36.3,38.2,58000,2134700.00,13-Oct-2025,18,INE0QYI01019
DIXON,EQ,17440,17440,16830,17195,17233,17445,195835,3363761081.00,13-Oct-2025,46625,INE935N01020
DJML,EQ,98.9,99.5,94.41,95.49,98.79,96.69,24864,2380505.93,13-Oct-2025,529,INE0B1K01014
DLF,EQ,738.4,743.55,730,741.2,742.3,740.2,1376145,1016305026.60,13-Oct-2025,22145,INE271C01023
DMCC,EQ,307.55,318,302.9,316,316,307.55,74857,23303567.80,13-Oct-2025,2943,INE505A01010
DHTL,ST,104.4,104.4,104.4,104.4,104.4,102.4,13600,1419840.00,13-Oct-2025,15,INE0OGG01015
DODLA,EQ,1310,1326.1,1282.6,1309.4,1302,1310.6,143788,187907635.50,13-Oct-2025,6941,INE021O01019
DOLATALGO,EQ,78.2,79.43,77.01,77.58,77.81,78.9,268094,20875786.59,13-Oct-2025,4718,INE966A01022
DOLLAR,EQ,361,361,355.85,358.35,358.6,362.3,29875,10674042.10,13-Oct-2025,1630,INE325C01035
DOLLEX,SM,42.45,42.45,40.9,41.25,41.9,42.6,20000,834000.00,13-Oct-2025,5,INE0JHH01011
DOLPHIN,EQ,382,386,371.2,375.1,381.25,382.95,448,169105.40,13-Oct-2025,51,INE920A01037
DOMS,EQ,2550.1,2550.1,2515.1,2528.2,2524,2553.4,21798,55154770.90,13-Oct-2025,4438,INE321T01012
DONEAR,EQ,92.43,94.2,92.43,93.07,93.89,92.82,25936,2419647.75,13-Oct-2025,344,INE668D01028
DPSCLTD,EQ,12,12.1,11.71,11.81,11.88,11.9,122543,1458287.74,13-Oct-2025,720,INE360C01024
AGARWALEYE,EQ,529.85,532,515,519.45,516,535.2,245867,128048177.65,13-Oct-2025,15072,INE943P01029
LALPATHLAB,EQ,3100,3235,3068.7,3223.3,3210,3096.8,173382,552735122.90,13-Oct-2025,24165,INE600L01024
DRREDDY,EQ,1257,1265.1,1248.3,1262.4,1262.2,1264.4,1188201,1492086926.30,13-Oct-2025,48859,INE089A01031
DRCSYSTEMS,EQ,20.3,20.3,19.51,19.66,19.55,19.92,65653,1295836.94,13-Oct-2025,463,INE03RS01027
DREAMFOLKS,EQ,130,149.8,129,145.47,144.6,126.35,3048989,436335778.61,13-Oct-2025,33645,INE0JS101016
DREDGECORP,EQ,620,620,606.5,609.85,609.9,616.4,30371,18542213.25,13-Oct-2025,2888,INE506A01018
DRONE,SM,66.5,71,66.25,68.65,68.1,66.55,29500,2040500.00,13-Oct-2025,53,INE0P7201019
KEEPLEARN,EQ,3.14,3.15,2.9,2.98,2.95,2.88,408877,1251056.00,13-Oct-2025,590,INE055C01020
LIQUIDETF,EQ,1000,1000.01,999.99,1000,1000,999.99,58716,58715848.07,13-Oct-2025,162,INF740KA1EU7
BANKETFADD,EQ,59.17,59.17,57.42,57.84,57.8,57.73,23338,1349214.77,13-Oct-2025,595,INF740KA1RX3
GOLDETFADD,EQ,120.86,120.86,117.91,120.33,120.15,118.16,150554,18070509.51,13-Oct-2025,1055,INF740KA1SW3
ITETFADD,EQ,36.78,36.88,36.41,36.73,36.74,36.89,49603,1818056.48,13-Oct-2025,133,INF740KA1SX1
NIFTY50ADD,EQ,263.92,264.04,262.23,263.25,263.2,264.05,42204,11095886.20,13-Oct-2025,387,INF740KA1CL0
EQUAL50ADD,EQ,327.47,335.4,327.47,335.22,335.4,335.87,7155,2390824.14,13-Oct-2025,173,INF740KA1QK2
PSUBANKADD,EQ,77.38,77.9,76.96,77.65,77.65,77.41,64791,5025918.92,13-Oct-2025,248,INF740KA1SY9
PVTBANKADD,EQ,28.12,28.18,27.96,28.07,28.18,28.07,46624,1308492.37,13-Oct-2025,139,INF740KA1TA7
MIDQ50ADD,EQ,249.44,249.75,248.02,249.51,248.79,249.44,4237,1053955.16,13-Oct-2025,123,INF740KA1QL0
SENSEXADD,EQ,84.17,84.25,83.79,83.96,83.94,84.16,1465,122847.62,13-Oct-2025,57,INF740KA1SZ6
SILVERADD,EQ,157.84,169,157.83,165.98,165.5,153.99,1779069,290019556.22,13-Oct-2025,8751,INF740KA1RE3
HEALTHADD,EQ,148.27,148.91,147.78,148.79,148.77,148.27,2211,328315.37,13-Oct-2025,24,INF740KA1UF4
LIQUIDADD,EQ,1095.05,1095.08,1095.05,1095.06,1095.06,1094.9,1369118,1499273999.62,13-Oct-2025,1614,INF740KA1UM0
NEXT30ADD,EQ,39.56,39.64,39.36,39.41,39.41,39.51,1922,75832.49,13-Oct-2025,55,INF740KA1VE5
TOP10ADD,EQ,96.74,96.74,96.14,96.42,96.5,96.91,207843,20011608.90,13-Oct-2025,657,INF740KA1UR9
DUCOL,SM,170,183.95,170,179.5,180,167.35,52000,9254560.00,13-Oct-2025,48,INE0LZO01015
DUCON,EQ,4.85,4.98,4.83,4.89,4.92,4.91,300838,1473969.98,13-Oct-2025,753,INE741L01018
DUGLOBAL,SM,37,40.4,37,39,39,37,67500,2670750.00,13-Oct-2025,27,INE0HPK01020
DURLAX,SM,37.75,37.75,37.75,37.75,37.75,37.8,2000,75500.00,13-Oct-2025,1,INE0OUW01013
DWARKESH,EQ,44.7,45.62,44.2,45.04,44.95,44.73,768841,34508748.39,13-Oct-2025,21731,INE366A01041
DSSL,EQ,950,950,929,939.85,944,951.1,22922,21469219.95,13-Oct-2025,3030,INE417B01040
DYNAMATECH,EQ,7750,7825,7610,7749,7761,7797,23562,182143351.50,13-Oct-2025,7205,INE221B01012
DYCL,EQ,396.7,398,385,390.5,393,398.65,105727,41467454.35,13-Oct-2025,5376,INE600Y01019
DYNAMIC,SM,120.1,123.8,119,120.95,120,123.1,7500,905325.00,13-Oct-2025,14,INE0DZ701010
DYNPRO,EQ,322.1,323,314.35,316.3,315,321.7,15847,5033468.15,13-Oct-2025,871,INE256H01015
EFACTOR,SM,277,277,271.75,272.9,271.75,280,4000,1095000.00,13-Oct-2025,5,INE0KFF01017
E2E,EQ,3340,3365,3231.2,3300.4,3313.5,3407.8,163423,538409217.00,13-Oct-2025,19792,INE255Z01019
EASTSILK,BE,60.52,60.52,60.52,60.52,60.52,57.64,143,8654.36,13-Oct-2025,4,INE962C01035
EASEMYTRIP,EQ,8.05,8.06,7.94,7.96,7.98,8.05,6903164,54975598.38,13-Oct-2025,12227,INE07O001026
ECLERX,EQ,4052.9,4179,4011,4144.4,4145.7,4084.1,49834,205117368.40,13-Oct-2025,10544,INE738I01010
ECOLINE,ST,136,139,132.4,136.35,138.7,138.7,19000,2567450.00,13-Oct-2025,16,INE0VBS01016
ECOSMOBLTY,EQ,225,226.8,223,224.45,223.38,227.77,52050,11696221.23,13-Oct-2025,2988,INE06HJ01020
BBETF0432,EQ,1300.38,1304.94,1300.01,1300.01,1300.01,1299.63,10033,13053977.14,13-Oct-2025,136,INF754K01OB1
EBANKNIFTY,EQ,57.16,57.16,56.67,56.79,56.79,56.88,814,46239.58,13-Oct-2025,31,INF754K01TE4
EBBETF0430,EQ,1551.58,1551.58,1546,1547.71,1547,1545.99,22438,34711591.08,13-Oct-2025,678,INF754K01KO2
EBBETF0431,EQ,1386.43,1386.5,1383.68,1384.49,1383.81,1386.71,13205,18282917.44,13-Oct-2025,191,INF754K01LE1
EBBETF0433,EQ,1263.01,1265,1260.47,1261.01,1261.01,1263.11,15019,18954684.92,13-Oct-2025,197,INF754K01QX0
ECAPINSURE,EQ,23.81,23.81,22.45,23.37,23.46,23.23,1871195,43524880.80,13-Oct-2025,999,INF754K01TX4
EGOLD,EQ,123.05,124.7,122.6,123.85,124.35,121.85,2019719,250110886.00,13-Oct-2025,685,INF754K01SE6
ELIQUID,EQ,1026.47,1026.47,996,1001.56,1001.56,1001.44,4,4025.59,13-Oct-2025,3,INF754K01VW2
ELM250,EQ,16.58,16.59,16.29,16.39,16.43,16.46,1998181,32570953.29,13-Oct-2025,85,INF754K01VV4
EMULTIMQ,EQ,42,42.18,41.78,42.03,42.07,42.06,1153569,48313743.39,13-Oct-2025,355,INF754K01TF1
ESILVER,EQ,163.09,182.71,163.09,175.08,173.9,163.09,471696,80168113.44,13-Oct-2025,2804,INF754K01SF3
EDELWEISS,EQ,110.67,111.34,108.85,109.86,109.72,111.07,3531120,388113740.31,13-Oct-2025,24296,INE532F01054
EDUCOMP,BZ,1.41,1.52,1.37,1.42,1.44,1.45,88681,124026.74,13-Oct-2025,146,INE216H01027
EFCIL,EQ,311.9,312.4,301,303.55,303.6,314.2,381036,116050145.15,13-Oct-2025,9109,INE886D01026
EFFWA,SM,218,218,200,210.7,209.35,221.2,121200,25427260.00,13-Oct-2025,161,INE0U9101019
EICHERMOT,EQ,6999.5,7047,6896.5,6912,6918,6965,342990,2387826734.00,13-Oct-2025,56793,INE066A01021
EIDPARRY,EQ,1026.5,1051,1020.3,1036,1034.7,1026.5,175408,181900739.10,13-Oct-2025,18292,INE126A01031
EIHAHOTELS,EQ,380.25,385.05,378.55,380.75,381.25,382.25,16002,6109610.05,13-Oct-2025,1340,INE276C01014
EIHOTEL,EQ,381.25,391.7,376.45,378.6,378.5,385.65,259642,99565825.50,13-Oct-2025,13693,INE230A01023
EIMCOELECO,EQ,1915,1970.3,1890,1909.1,1914,1938.8,155657,299334538.10,13-Oct-2025,14731,INE158B01016
ELDEHSG,EQ,812.35,812.7,799.2,800,800,800.35,1683,1347821.20,13-Oct-2025,82,INE668G01021
ELECON,EQ,550,555.35,547.15,551.75,552.05,556.85,611560,337204424.95,13-Oct-2025,24793,INE205B01031
EFORCE,SM,35.1,36,35.1,35.9,35.9,36,21600,766920.00,13-Oct-2025,17,INE0Q1W01012
EMIL,EQ,143,143.56,141.1,142.31,142.39,144.07,689815,98163850.02,13-Oct-2025,8048,INE02YR01019
ELECTCAST,EQ,94.42,95.2,93.6,93.95,94.09,93.89,811825,76472111.83,13-Oct-2025,9896,INE086A01029
ELECTHERM,EQ,1161.25,1180,1123.15,1129.35,1131.8,1161.25,23511,26826168.35,13-Oct-2025,1833,INE822G01016
ELGNZ,SM,134.5,134.5,127,128.6,128.75,130.15,50000,6414050.00,13-Oct-2025,48,INE0R9101015
